shift_id,employee_id,site_id,shift_date,clock_in_time,clock_out_time
S100455,E1011,ST-01,2026-06-17,09:15,19:45
S100612,E1015,ST-05,2026-06-17,08:00,17:30
S100662,E1016,ST-04,2026-06-17,08:30,18:00
S100746,E1018,ST-01,2026-06-17,08:15,17:45
S100785,E1019,ST-05,2026-06-17,08:15,17:15
S100831,E1020,ST-03,2026-06-17,06:00,15:45
S100875,E1021,ST-01,2026-06-17,06:00,10:00
S100909,E1022,ST-06,2026-06-17,09:00,17:45
S100954,E1023,ST-01,2026-06-17,08:30,18:00
S101047,E1025,ST-02,2026-06-17,06:00,16:00
S101092,E1026,ST-05,2026-06-17,07:00,20:00
S101131,E1027,ST-06,2026-06-17,06:00,15:00
S101226,E1029,ST-04,2026-06-17,09:00,18:00
S101374,E1032,ST-01,2026-06-17,06:15,16:00
S101426,E1033,ST-01,2026-06-17,06:15,16:15
S101575,E1037,ST-03,2026-06-17,19:00,07:00
S101606,E1038,ST-06,2026-06-17,07:00,19:00
S101788,E1042,ST-03,2026-06-17,06:00,18:45
S101830,E1043,ST-03,2026-06-17,06:30,14:15
S101880,E1044,ST-02,2026-06-17,18:00,06:45
S101977,E1046,ST-03,2026-06-17,08:15,17:45
S102021,E1047,ST-06,2026-06-17,06:00,16:15
S102065,E1048,ST-01,2026-06-17,08:00,17:45
S102111,E1049,ST-01,2026-06-17,08:00,17:00
S102116,E1049,ST-05,2026-06-17,08:00,12:00
S102159,E1050,ST-01,2026-06-17,08:30,20:45
S102196,E1051,ST-06,2026-06-17,08:00,16:30
S102290,E1053,ST-01,2026-06-17,20:30,09:00
S102369,E1055,ST-06,2026-06-17,18:15,05:30
S102462,E1057,ST-01,2026-06-17,08:30,18:30
S102506,E1058,ST-04,2026-06-17,09:00,18:45
S102555,E1059,ST-05,2026-06-17,06:00,16:00
S102558,E1059,ST-02,2026-06-17,07:00,11:00
S102705,E1062,ST-05,2026-06-17,08:30,18:45
S102797,E1064,ST-04,2026-06-17,08:00,17:00
S102921,E1067,ST-06,2026-06-17,08:00,18:00
S102969,E1068,ST-01,2026-06-17,07:00,16:30
S103053,E1070,ST-05,2026-06-17,18:00,06:15
S103141,E1072,ST-06,2026-06-17,08:00,17:30
S103183,E1073,ST-01,2026-06-17,08:00,18:00
S103229,E1074,ST-05,2026-06-17,06:15,15:45
S103331,E1076,ST-03,2026-06-17,06:00,16:00
S103421,E1078,ST-03,2026-06-17,18:15,07:00
S103459,E1079,ST-05,2026-06-17,06:15,16:15
S103506,E1080,ST-04,2026-06-17,08:15,16:15
S103550,E1081,ST-04,2026-06-17,18:30,05:15
S103584,E1082,ST-04,2026-06-17,06:00,17:30
S103624,E1083,ST-05,2026-06-17,20:00,08:15
S103702,E1085,ST-04,2026-06-17,09:00,18:30
S103754,E1086,ST-03,2026-06-17,18:15,06:30
S103799,E1087,ST-02,2026-06-17,08:15,19:30
S103844,E1088,ST-05,2026-06-17,08:30,16:00
S103898,E1089,ST-02,2026-06-17,09:00,17:30
S103950,E1090,ST-05,2026-06-17,06:30,15:30
S104054,E1093,ST-02,2026-06-17,06:00,15:30
S104057,E1093,ST-06,2026-06-17,08:00,12:00
S104097,E1094,ST-04,2026-06-17,19:30,07:30
S104140,E1095,ST-03,2026-06-17,06:00,15:15
S104191,E1096,ST-02,2026-06-17,08:00,17:15
S104357,E1100,ST-06,2026-06-17,07:00,16:00
S104408,E1101,ST-06,2026-06-17,08:00,20:00
S104442,E1102,ST-04,2026-06-17,08:00,16:30
S104530,E1104,ST-02,2026-06-17,08:00,18:45
S104579,E1105,ST-04,2026-06-17,08:00,17:45
S104629,E1106,ST-03,2026-06-17,07:00,18:15
S104670,E1107,ST-04,2026-06-17,09:30,19:00
S104719,E1108,ST-06,2026-06-17,09:00,19:30
S104855,E1111,ST-05,2026-06-17,09:30,18:45
S104904,E1112,ST-05,2026-06-17,08:00,19:45
S104940,E1113,ST-02,2026-06-17,06:00,14:30
S104990,E1114,ST-01,2026-06-17,08:00,17:15
S105036,E1115,ST-06,2026-06-17,06:00,15:15
S105039,E1115,ST-05,2026-06-17,06:00,10:00
S105167,E1118,ST-03,2026-06-17,08:30,19:00
S105209,E1119,ST-02,2026-06-17,06:15,16:00
S105266,E1120,ST-01,2026-06-17,08:30,17:15
S105318,E1121,ST-03,2026-06-17,18:00,05:45
S105470,E1124,ST-04,2026-06-17,06:00,15:00
S105516,E1125,ST-05,2026-06-17,08:00,16:45
S105629,E1128,ST-04,2026-06-17,08:00,19:45
S105670,E1129,ST-04,2026-06-17,08:15,17:15
S105713,E1130,ST-02,2026-06-17,06:30,15:15
S105767,E1131,ST-01,2026-06-17,06:00,16:45
S105903,E1134,ST-04,2026-06-17,07:00,16:00
S105950,E1135,ST-05,2026-06-17,06:00,15:15
S106002,E1136,ST-03,2026-06-17,08:00,16:15
S106092,E1138,ST-01,2026-06-17,19:15,07:30
S106131,E1139,ST-03,2026-06-17,18:00,07:00
S106249,E1142,ST-03,2026-06-17,07:00,19:15
S106290,E1143,ST-02,2026-06-17,08:15,16:45
S106407,E1146,ST-04,2026-06-17,19:30,07:00
S106441,E1147,ST-01,2026-06-17,08:00,20:45
S106518,E1149,ST-05,2026-06-17,06:00,18:00
S106556,E1150,ST-06,2026-06-17,18:00,05:00
S106599,E1151,ST-04,2026-06-17,08:00,16:30
S106604,E1151,ST-03,2026-06-17,08:00,12:00
S106648,E1152,ST-06,2026-06-17,08:00,20:00
S106742,E1154,ST-04,2026-06-17,09:00,18:45
S106830,E1156,ST-04,2026-06-17,07:00,15:00
S106921,E1158,ST-04,2026-06-17,08:00,17:45
S107089,E1162,ST-03,2026-06-17,09:00,19:30
S107237,E1165,ST-05,2026-06-17,09:00,19:00
S107286,E1166,ST-06,2026-06-17,07:15,16:30
S107332,E1167,ST-02,2026-06-17,08:00,19:30
S107370,E1168,ST-04,2026-06-17,07:00,16:30
S107465,E1170,ST-05,2026-06-17,06:15,15:45
S107470,E1170,ST-02,2026-06-17,08:30,12:00
S107557,E1172,ST-04,2026-06-17,06:00,16:00
S107605,E1173,ST-05,2026-06-17,06:00,16:15
S107653,E1174,ST-01,2026-06-17,06:30,14:15
S107701,E1175,ST-03,2026-06-17,06:30,19:30
S107827,E1178,ST-03,2026-06-17,08:30,18:00
S107878,E1179,ST-05,2026-06-17,08:00,20:45
S108079,E1184,ST-06,2026-06-17,18:15,06:30
S108173,E1186,ST-05,2026-06-17,08:00,20:00
S108209,E1187,ST-04,2026-06-17,08:30,17:30
S108259,E1188,ST-02,2026-06-17,09:00,22:00
S108301,E1189,ST-03,2026-06-17,06:00,14:30
S108390,E1191,ST-01,2026-06-17,09:00,18:00
S108442,E1192,ST-05,2026-06-17,08:15,20:00
S108480,E1193,ST-03,2026-06-17,06:00,
S108482,E1194,ST-01,2026-06-17,08:30,17:00
S108542,E1195,ST-04,2026-06-17,08:00,17:00
S108589,E1196,ST-04,2026-06-17,20:00,08:45
S108628,E1197,ST-02,2026-06-17,08:00,16:45
S108872,E1202,ST-06,2026-06-17,20:00,08:15
S109007,E1205,ST-02,2026-06-17,06:00,16:15
S109060,E1206,ST-03,2026-06-17,08:00,15:45
S109105,E1207,ST-02,2026-06-17,06:30,15:45
S109202,E1209,ST-05,2026-06-17,08:30,16:30
S109247,E1210,ST-03,2026-06-17,09:00,18:45
S109326,E1212,ST-04,2026-06-17,18:00,22:00
S109365,E1213,ST-03,2026-06-17,06:15,15:45
S100007,E1001,ST-01,2026-06-18,08:30,18:15
S100056,E1002,ST-02,2026-06-18,07:30,16:45
S100155,E1004,ST-03,2026-06-18,18:15,05:30
S100249,E1006,ST-04,2026-06-18,06:15,16:45
S100288,E1007,ST-06,2026-06-18,08:00,19:15
S100326,E1008,ST-03,2026-06-18,07:00,13:45
S100404,E1010,ST-01,2026-06-18,09:15,17:45
S100498,E1012,ST-04,2026-06-18,08:00,17:15
S100613,E1015,ST-05,2026-06-18,07:00,17:00
S100786,E1019,ST-05,2026-06-18,09:15,19:00
S100872,E1021,ST-04,2026-06-18,06:00,18:00
S100910,E1022,ST-06,2026-06-18,06:30,16:00
S100955,E1023,ST-01,2026-06-18,07:00,16:15
S100999,E1024,ST-01,2026-06-18,06:30,15:45
S101048,E1025,ST-02,2026-06-18,06:15,16:30
S101132,E1027,ST-06,2026-06-18,06:00,15:00
S101182,E1028,ST-01,2026-06-18,09:00,18:45
S101227,E1029,ST-04,2026-06-18,08:00,15:45
S101279,E1030,ST-03,2026-06-18,09:15,17:45
S101327,E1031,ST-05,2026-06-18,08:00,18:15
S101375,E1032,ST-01,2026-06-18,06:00,15:00
S101427,E1033,ST-01,2026-06-18,06:00,14:45
S101474,E1034,ST-02,2026-06-18,09:00,18:45
S101522,E1036,ST-03,2026-06-18,08:00,16:30
S101607,E1038,ST-06,2026-06-18,09:30,22:15
S101640,E1039,ST-04,2026-06-18,06:00,15:30
S101698,E1040,ST-03,2026-06-18,07:00,16:15
S101789,E1042,ST-03,2026-06-18,09:00,20:45
S101924,E1045,ST-05,2026-06-18,06:15,14:15
S101978,E1046,ST-03,2026-06-18,06:30,15:45
S102022,E1047,ST-06,2026-06-18,09:00,17:45
S102066,E1048,ST-01,2026-06-18,08:00,17:30
S102112,E1049,ST-01,2026-06-18,07:15,15:45
S102160,E1050,ST-01,2026-06-18,07:00,19:00
S102197,E1051,ST-06,2026-06-18,09:30,18:15
S102248,E1052,ST-01,2026-06-18,07:00,17:00
S102412,E1056,ST-03,2026-06-18,06:00,15:45
S102463,E1057,ST-01,2026-06-18,06:00,16:30
S102507,E1058,ST-04,2026-06-18,08:30,17:15
S102559,E1059,ST-02,2026-06-18,07:00,11:00
S102607,E1060,ST-02,2026-06-18,06:00,15:30
S102653,E1061,ST-01,2026-06-18,06:30,16:00
S102706,E1062,ST-05,2026-06-18,07:00,
S102798,E1064,ST-04,2026-06-18,06:00,14:15
S102877,E1066,ST-05,2026-06-18,07:00,15:45
S103054,E1070,ST-05,2026-06-18,18:30,05:30
S103094,E1071,ST-02,2026-06-18,07:15,16:45
S103142,E1072,ST-06,2026-06-18,07:00,16:30
S103230,E1074,ST-05,2026-06-18,06:00,14:45
S103332,E1076,ST-03,2026-06-18,08:30,18:15
S103380,E1077,ST-04,2026-06-18,20:00,07:45
S103460,E1079,ST-05,2026-06-18,06:00,15:15
S103507,E1080,ST-04,2026-06-18,06:15,15:15
S103551,E1081,ST-04,2026-06-18,19:15,07:45
S103660,E1084,ST-03,2026-06-18,09:00,21:15
S103705,E1085,ST-05,2026-06-18,08:30,12:30
S103755,E1086,ST-03,2026-06-18,18:00,06:15
S103800,E1087,ST-02,2026-06-18,06:00,17:45
S103845,E1088,ST-05,2026-06-18,06:15,15:30
S103899,E1089,ST-02,2026-06-18,08:00,17:15
S104009,E1092,ST-04,2026-06-18,06:15,16:00
S104012,E1092,ST-03,2026-06-18,06:00,10:00
S104055,E1093,ST-02,2026-06-18,08:30,18:45
S104058,E1093,ST-06,2026-06-18,08:00,12:00
S104141,E1095,ST-03,2026-06-18,07:00,15:15
S104192,E1096,ST-02,2026-06-18,06:00,16:15
S104308,E1099,ST-02,2026-06-18,18:30,05:45
S104443,E1102,ST-04,2026-06-18,06:30,15:45
S104531,E1104,ST-02,2026-06-18,07:15,16:30
S104630,E1106,ST-03,2026-06-18,08:00,20:30
S104768,E1109,ST-05,2026-06-18,09:00,18:00
S104856,E1111,ST-05,2026-06-18,08:15,17:30
S104941,E1113,ST-02,2026-06-18,07:00,16:15
S105083,E1116,ST-02,2026-06-18,06:00,17:15
S105267,E1120,ST-01,2026-06-18,06:00,14:45
S105361,E1122,ST-03,2026-06-18,06:30,15:30
S105471,E1124,ST-04,2026-06-18,07:00,17:00
S105517,E1125,ST-05,2026-06-18,06:00,15:15
S105567,E1126,ST-06,2026-06-18,07:00,16:30
S105570,E1127,ST-04,2026-06-18,09:30,19:30
S105714,E1130,ST-02,2026-06-18,06:15,15:15
S105768,E1131,ST-01,2026-06-18,08:15,18:00
S105810,E1132,ST-02,2026-06-18,18:15,06:00
S105856,E1133,ST-01,2026-06-18,09:15,17:45
S105951,E1135,ST-05,2026-06-18,09:00,18:00
S106045,E1137,ST-05,2026-06-18,08:00,17:15
S106093,E1138,ST-01,2026-06-18,19:00,06:45
S106132,E1139,ST-03,2026-06-18,18:00,06:15
S106215,E1141,ST-01,2026-06-18,09:00,20:45
S106250,E1142,ST-03,2026-06-18,08:00,20:45
S106331,E1144,ST-06,2026-06-18,09:00,16:30
S106408,E1146,ST-04,2026-06-18,20:30,08:30
S106557,E1150,ST-06,2026-06-18,20:00,07:15
S106600,E1151,ST-04,2026-06-18,07:30,15:45
S106649,E1152,ST-06,2026-06-18,07:00,18:15
S106691,E1153,ST-02,2026-06-18,09:30,19:00
S106743,E1154,ST-04,2026-06-18,06:00,15:00
S106790,E1155,ST-03,2026-06-18,09:00,20:45
S106831,E1156,ST-04,2026-06-18,06:00,14:15
S106922,E1158,ST-04,2026-06-18,06:00,15:30
S107046,E1161,ST-05,2026-06-18,06:30,17:30
S107136,E1163,ST-01,2026-06-18,08:15,18:00
S107238,E1165,ST-05,2026-06-18,06:30,16:15
S107287,E1166,ST-06,2026-06-18,08:15,18:15
S107333,E1167,ST-02,2026-06-18,09:30,21:15
S107466,E1170,ST-05,2026-06-18,09:15,19:30
S107510,E1171,ST-02,2026-06-18,08:00,17:30
S107558,E1172,ST-04,2026-06-18,06:00,16:00
S107654,E1174,ST-01,2026-06-18,09:00,17:30
S107742,E1176,ST-06,2026-06-18,18:30,07:15
S107783,E1177,ST-02,2026-06-18,06:15,16:15
S107828,E1178,ST-03,2026-06-18,07:30,16:15
S107918,E1180,ST-06,2026-06-18,06:00,14:45
S107964,E1181,ST-04,2026-06-18,18:00,06:00
S108036,E1183,ST-06,2026-06-18,18:30,06:15
S108128,E1185,ST-04,2026-06-18,06:00,15:00
S108210,E1187,ST-04,2026-06-18,08:15,16:45
S108391,E1191,ST-01,2026-06-18,07:15,16:45
S108483,E1194,ST-01,2026-06-18,09:00,19:00
S108629,E1197,ST-02,2026-06-18,09:00,17:15
S108681,E1198,ST-04,2026-06-18,09:30,18:00
S108737,E1199,ST-05,2026-06-18,06:30,15:45
S108788,E1200,ST-04,2026-06-18,06:00,15:15
S108835,E1201,ST-06,2026-06-18,06:15,18:00
S108911,E1203,ST-03,2026-06-18,08:30,17:30
S108958,E1204,ST-02,2026-06-18,07:30,16:30
S109008,E1205,ST-02,2026-06-18,06:00,14:45
S109061,E1206,ST-03,2026-06-18,07:15,20:45
S109106,E1207,ST-02,2026-06-18,07:00,16:45
S109149,E1208,ST-01,2026-06-18,09:15,18:30
S109290,E1211,ST-01,2026-06-18,08:00,20:45
S109323,E1212,ST-06,2026-06-18,18:00,06:15
S109366,E1213,ST-03,2026-06-18,06:00,15:45
S100008,E1001,ST-01,2026-06-19,06:15,15:15
S100057,E1002,ST-02,2026-06-19,06:15,16:00
S100109,E1003,ST-03,2026-06-19,08:30,15:45
S100156,E1004,ST-03,2026-06-19,20:30,09:00
S100199,E1005,ST-05,2026-06-19,08:00,17:00
S100250,E1006,ST-04,2026-06-19,09:00,22:30
S100289,E1007,ST-06,2026-06-19,06:00,18:30
S100456,E1011,ST-01,2026-06-19,08:00,18:00
S100499,E1012,ST-04,2026-06-19,06:00,15:45
S100540,E1013,ST-04,2026-06-19,06:00,17:30
S100614,E1015,ST-05,2026-06-19,08:00,17:15
S100663,E1016,ST-04,2026-06-19,06:00,15:30
S100709,E1017,ST-05,2026-06-19,07:00,19:15
S100747,E1018,ST-01,2026-06-19,08:30,18:30
S100787,E1019,ST-05,2026-06-19,08:00,17:15
S100832,E1020,ST-03,2026-06-19,06:30,15:15
S100911,E1022,ST-06,2026-06-19,09:00,18:45
S100956,E1023,ST-01,2026-06-19,06:15,15:15
S101000,E1024,ST-01,2026-06-19,06:15,15:30
S101049,E1025,ST-02,2026-06-19,06:15,15:30
S101133,E1027,ST-06,2026-06-19,07:00,15:45
S101183,E1028,ST-01,2026-06-19,06:15,15:15
S101186,E1028,ST-05,2026-06-19,08:15,12:15
S101228,E1029,ST-04,2026-06-19,08:00,16:45
S101280,E1030,ST-03,2026-06-19,08:15,15:45
S101328,E1031,ST-05,2026-06-19,08:15,18:15
S101376,E1032,ST-01,2026-06-19,08:30,17:15
S101428,E1033,ST-01,2026-06-19,06:30,16:15
S101523,E1036,ST-03,2026-06-19,06:30,10:30
S101576,E1037,ST-03,2026-06-19,18:00,06:30
S101641,E1039,ST-04,2026-06-19,06:00,15:15
S101699,E1040,ST-03,2026-06-19,07:00,15:00
S101747,E1041,ST-03,2026-06-19,08:00,18:30
S101790,E1042,ST-03,2026-06-19,06:15,15:45
S101831,E1043,ST-03,2026-06-19,06:30,16:30
S101881,E1044,ST-02,2026-06-19,20:30,08:15
S101925,E1045,ST-05,2026-06-19,06:30,15:15
S101979,E1046,ST-03,2026-06-19,06:00,14:30
S102023,E1047,ST-06,2026-06-19,08:00,17:30
S102067,E1048,ST-01,2026-06-19,09:00,15:30
S102113,E1049,ST-01,2026-06-19,09:00,18:00
S102198,E1051,ST-06,2026-06-19,06:30,16:00
S102249,E1052,ST-01,2026-06-19,08:00,18:00
S102291,E1053,ST-01,2026-06-19,18:00,05:45
S102327,E1054,ST-03,2026-06-19,08:15,17:30
S102370,E1055,ST-06,2026-06-19,20:00,08:00
S102413,E1056,ST-03,2026-06-19,06:00,15:30
S102508,E1058,ST-04,2026-06-19,09:00,18:15
S102556,E1059,ST-05,2026-06-19,06:15,15:30
S102654,E1061,ST-01,2026-06-19,08:00,17:15
S102751,E1063,ST-05,2026-06-19,08:30,18:00
S102799,E1064,ST-04,2026-06-19,06:00,19:30
S102841,E1065,ST-01,2026-06-19,18:00,22:00
S102878,E1066,ST-05,2026-06-19,07:00,16:15
S102922,E1067,ST-06,2026-06-19,08:30,18:15
S102970,E1068,ST-01,2026-06-19,07:00,16:30
S103015,E1069,ST-05,2026-06-19,07:00,20:00
S103055,E1070,ST-05,2026-06-19,18:30,04:30
S103143,E1072,ST-06,2026-06-19,06:30,20:00
S103231,E1074,ST-05,2026-06-19,06:00,14:00
S103281,E1075,ST-06,2026-06-19,06:30,15:15
S103461,E1079,ST-05,2026-06-19,08:15,18:15
S103508,E1080,ST-04,2026-06-19,08:15,18:45
S103552,E1081,ST-04,2026-06-19,18:30,08:00
S103585,E1082,ST-04,2026-06-19,09:15,21:15
S103846,E1088,ST-05,2026-06-19,06:30,16:00
S103900,E1089,ST-02,2026-06-19,06:00,13:15
S103953,E1091,ST-06,2026-06-19,08:00,17:00
S104098,E1094,ST-04,2026-06-19,20:00,07:15
S104142,E1095,ST-03,2026-06-19,07:00,17:30
S104193,E1096,ST-02,2026-06-19,09:15,17:15
S104245,E1097,ST-02,2026-06-19,09:30,19:00
S104248,E1098,ST-03,2026-06-19,08:15,18:00
S104358,E1100,ST-06,2026-06-19,08:00,17:45
S104409,E1101,ST-06,2026-06-19,06:00,17:45
S104444,E1102,ST-04,2026-06-19,07:00,19:00
S104485,E1103,ST-06,2026-06-19,08:30,19:15
S104580,E1105,ST-04,2026-06-19,07:00,15:30
S104720,E1108,ST-06,2026-06-19,07:00,16:15
S104769,E1109,ST-05,2026-06-19,06:15,14:45
S104814,E1110,ST-06,2026-06-19,08:00,16:15
S104857,E1111,ST-05,2026-06-19,09:15,18:45
S104905,E1112,ST-05,2026-06-19,07:00,18:30
S104942,E1113,ST-02,2026-06-19,09:15,17:45
S104991,E1114,ST-01,2026-06-19,06:00,15:30
S105037,E1115,ST-06,2026-06-19,08:15,21:15
S105084,E1116,ST-02,2026-06-19,08:15,19:00
S105125,E1117,ST-03,2026-06-19,09:15,20:15
S105210,E1119,ST-02,2026-06-19,08:30,18:15
S105268,E1120,ST-01,2026-06-19,06:00,15:00
S105319,E1121,ST-03,2026-06-19,18:00,06:00
S105362,E1122,ST-03,2026-06-19,08:00,18:30
S105421,E1123,ST-01,2026-06-19,08:00,18:45
S105472,E1124,ST-04,2026-06-19,07:00,17:15
S105518,E1125,ST-05,2026-06-19,08:00,17:00
S105630,E1128,ST-04,2026-06-19,06:00,17:15
S105671,E1129,ST-04,2026-06-19,07:00,15:45
S105715,E1130,ST-02,2026-06-19,09:00,18:15
S105769,E1131,ST-01,2026-06-19,06:00,16:30
S105811,E1132,ST-02,2026-06-19,20:00,08:15
S105857,E1133,ST-01,2026-06-19,08:15,16:45
S105904,E1134,ST-04,2026-06-19,07:00,15:45
S105952,E1135,ST-05,2026-06-19,07:15,16:30
S106046,E1137,ST-05,2026-06-19,08:00,18:15
S106133,E1139,ST-03,2026-06-19,18:00,05:00
S106169,E1140,ST-04,2026-06-19,08:00,16:45
S106251,E1142,ST-03,2026-06-19,08:00,20:30
S106291,E1143,ST-02,2026-06-19,06:00,15:15
S106332,E1144,ST-06,2026-06-19,08:30,17:30
S106372,E1145,ST-03,2026-06-19,18:00,06:45
S106442,E1147,ST-01,2026-06-19,06:30,20:00
S106650,E1152,ST-06,2026-06-19,07:00,18:45
S106692,E1153,ST-02,2026-06-19,08:00,17:00
S106744,E1154,ST-04,2026-06-19,06:00,11:15
S106880,E1157,ST-05,2026-06-19,08:15,20:30
S106923,E1158,ST-04,2026-06-19,08:00,17:00
S106964,E1159,ST-06,2026-06-19,18:00,05:00
S107004,E1160,ST-01,2026-06-19,07:00,16:00
S107047,E1161,ST-05,2026-06-19,08:00,20:00
S107137,E1163,ST-01,2026-06-19,07:15,15:30
S107188,E1164,ST-04,2026-06-19,08:15,17:15
S107239,E1165,ST-05,2026-06-19,08:30,17:45
S107288,E1166,ST-06,2026-06-19,09:00,18:45
S107334,E1167,ST-02,2026-06-19,06:00,17:45
S107417,E1169,ST-05,2026-06-19,08:00,15:45
S107467,E1170,ST-05,2026-06-19,08:30,14:45
S107511,E1171,ST-02,2026-06-19,06:15,15:15
S107559,E1172,ST-04,2026-06-19,09:00,18:15
S107606,E1173,ST-05,2026-06-19,08:15,21:45
S107655,E1174,ST-01,2026-06-19,08:30,22:00
S107743,E1176,ST-06,2026-06-19,18:00,06:30
S107784,E1177,ST-02,2026-06-19,08:00,17:45
S107829,E1178,ST-03,2026-06-19,06:00,15:30
S107879,E1179,ST-05,2026-06-19,07:30,20:30
S107965,E1181,ST-04,2026-06-19,18:00,04:45
S107997,E1182,ST-05,2026-06-19,18:00,05:15
S108037,E1183,ST-06,2026-06-19,19:30,08:00
S108080,E1184,ST-06,2026-06-19,18:30,06:30
S108174,E1186,ST-05,2026-06-19,08:00,21:30
S108351,E1190,ST-05,2026-06-19,09:00,20:45
S108392,E1191,ST-01,2026-06-19,07:00,15:30
S108484,E1194,ST-01,2026-06-19,06:30,15:00
S108590,E1196,ST-04,2026-06-19,20:30,08:45
S108682,E1198,ST-04,2026-06-19,06:00,15:15
S108738,E1199,ST-05,2026-06-19,06:00,14:00
S108912,E1203,ST-03,2026-06-19,08:00,17:15
S108959,E1204,ST-02,2026-06-19,09:30,18:15
S109009,E1205,ST-02,2026-06-19,06:00,14:15
S109107,E1207,ST-02,2026-06-19,06:15,17:45
S109248,E1210,ST-03,2026-06-19,06:00,15:15
S109367,E1213,ST-03,2026-06-19,08:15,21:00
S100009,E1001,ST-01,2026-06-20,08:00,12:00
S100110,E1003,ST-03,2026-06-20,06:30,16:00
S100157,E1004,ST-03,2026-06-20,18:30,02:45
S100290,E1007,ST-06,2026-06-20,06:00,13:45
S100405,E1010,ST-01,2026-06-20,06:15,15:00
S100579,E1014,ST-03,2026-06-20,07:00,20:00
S100615,E1015,ST-05,2026-06-20,09:00,22:30
S100664,E1016,ST-04,2026-06-20,06:00,15:30
S100710,E1017,ST-05,2026-06-20,07:00,19:15
S100788,E1019,ST-05,2026-06-20,07:00,16:30
S100957,E1023,ST-01,2026-06-20,06:00,11:45
S101093,E1026,ST-05,2026-06-20,08:30,21:00
S101134,E1027,ST-06,2026-06-20,06:30,15:30
S101229,E1029,ST-04,2026-06-20,06:15,12:45
S101281,E1030,ST-03,2026-06-20,08:00,16:30
S101329,E1031,ST-05,2026-06-20,07:00,15:15
S101429,E1033,ST-01,2026-06-20,07:15,16:45
S101475,E1034,ST-02,2026-06-20,06:00,14:30
S101519,E1035,ST-01,2026-06-20,06:00,18:00
S101577,E1037,ST-03,2026-06-20,18:00,07:30
S101748,E1041,ST-03,2026-06-20,08:00,21:30
S101832,E1043,ST-03,2026-06-20,06:30,15:15
S101882,E1044,ST-02,2026-06-20,19:00,01:15
S101926,E1045,ST-05,2026-06-20,06:15,14:45
S101980,E1046,ST-03,2026-06-20,06:00,14:30
S102024,E1047,ST-06,2026-06-20,08:00,21:30
S102114,E1049,ST-01,2026-06-20,09:30,23:00
S102199,E1051,ST-06,2026-06-20,07:00,16:15
S102250,E1052,ST-01,2026-06-20,08:15,19:00
S102292,E1053,ST-01,2026-06-20,18:30,08:00
S102414,E1056,ST-03,2026-06-20,08:30,17:00
S102464,E1057,ST-01,2026-06-20,09:30,23:00
S102509,E1058,ST-04,2026-06-20,07:00,16:30
S102557,E1059,ST-05,2026-06-20,09:00,17:15
S102608,E1060,ST-02,2026-06-20,06:00,14:45
S102655,E1061,ST-01,2026-06-20,06:15,19:45
S102707,E1062,ST-05,2026-06-20,09:30,19:30
S102752,E1063,ST-05,2026-06-20,06:00,19:30
S102838,E1065,ST-03,2026-06-20,18:00,06:45
S102923,E1067,ST-06,2026-06-20,07:00,17:00
S102971,E1068,ST-01,2026-06-20,06:30,16:15
S103016,E1069,ST-05,2026-06-20,09:30,22:30
S103095,E1071,ST-02,2026-06-20,09:00,19:15
S103184,E1073,ST-01,2026-06-20,08:00,18:00
S103232,E1074,ST-05,2026-06-20,08:00,17:00
S103282,E1075,ST-06,2026-06-20,06:15,16:00
S103333,E1076,ST-03,2026-06-20,08:00,17:00
S103381,E1077,ST-04,2026-06-20,20:00,08:00
S103422,E1078,ST-03,2026-06-20,18:00,05:30
S103462,E1079,ST-05,2026-06-20,06:00,15:15
S103661,E1084,ST-03,2026-06-20,06:00,17:00
S103801,E1087,ST-02,2026-06-20,08:00,19:00
S103951,E1090,ST-05,2026-06-20,06:00,13:45
S103954,E1091,ST-06,2026-06-20,09:00,20:15
S104010,E1092,ST-04,2026-06-20,06:00,
S104246,E1097,ST-02,2026-06-20,08:30,21:00
S104249,E1098,ST-03,2026-06-20,06:15,10:30
S104309,E1099,ST-02,2026-06-20,20:00,08:15
S104359,E1100,ST-06,2026-06-20,07:00,15:00
S104410,E1101,ST-06,2026-06-20,06:00,13:00
S104486,E1103,ST-06,2026-06-20,06:00,16:00
S104532,E1104,ST-02,2026-06-20,08:00,17:15
S104581,E1105,ST-04,2026-06-20,09:15,19:45
S104631,E1106,ST-03,2026-06-20,06:30,18:15
S104671,E1107,ST-04,2026-06-20,08:00,17:15
S104721,E1108,ST-06,2026-06-20,08:00,16:45
S104770,E1109,ST-05,2026-06-20,08:30,22:00
S104815,E1110,ST-06,2026-06-20,07:00,16:45
S104906,E1112,ST-05,2026-06-20,08:00,21:30
S104943,E1113,ST-02,2026-06-20,08:00,17:30
S104992,E1114,ST-01,2026-06-20,06:00,15:30
S105126,E1117,ST-03,2026-06-20,08:00,17:45
S105211,E1119,ST-02,2026-06-20,09:00,18:00
S105269,E1120,ST-01,2026-06-20,06:00,13:30
S105363,E1122,ST-03,2026-06-20,08:00,16:15
S105422,E1123,ST-01,2026-06-20,07:30,14:45
S105519,E1125,ST-05,2026-06-20,08:15,16:45
S105568,E1126,ST-06,2026-06-20,06:00,15:45
S105571,E1127,ST-04,2026-06-20,07:30,17:15
S105812,E1132,ST-02,2026-06-20,18:00,04:00
S105858,E1133,ST-01,2026-06-20,06:30,20:00
S106003,E1136,ST-03,2026-06-20,07:00,20:30
